dataset_id,source,domain,outcome_measure,n_studies,year_median,year_range,I2,tau2,Q,pooled_effect,ci_width,total_n,reference,studies_per_year,avg_n_per_study,log_total_n,sqrt_k,I2_category
Synthetic_00145,generated,dermatology,RR,18,2017,6,38.56,0.1611,27.19,0.489,0.253,623,Generated based on literature patterns,3.0,34.611111111111114,6.434546518787453,4.242640687119285,moderate
Synthetic_00146,generated,endocrinology,SMD,12,2012,19,3.36,0.0242,12.69,0.404,0.23,253,Generated based on literature patterns,0.631578947368421,21.083333333333332,5.53338948872752,3.4641016151377544,low
Synthetic_00147,generated,rheumatology,COR,16,2015,3,71.49,0.8636,57.07,-0.188,0.183,1994,Generated based on literature patterns,5.333333333333333,124.625,7.597897950521784,4.0,substantial
Synthetic_00148,generated,gastroenterology,RR,21,2005,3,80.64,0.3251,110.07,0.427,0.195,949,Generated based on literature patterns,7.0,45.19047619047619,6.855408798609928,4.58257569495584,high
Synthetic_00149,generated,cardiology,RR,13,2014,7,81.32,0.1961,71.3,1.054,0.241,786,Generated based on literature patterns,1.8571428571428572,60.46153846153846,6.666956792429207,3.605551275463989,high
Synthetic_00150,generated,endocrinology,RR,46,2009,7,32.68,0.0795,71.54,1.731,0.255,421,Generated based on literature patterns,6.571428571428571,9.152173913043478,6.042632833682381,6.782329983125268,moderate
Synthetic_00151,generated,rheumatology,COR,21,2010,11,60.67,1.6434,39.88,-0.27,0.485,362,Generated based on literature patterns,1.9090909090909092,17.238095238095237,5.8916442118257715,4.58257569495584,substantial
Synthetic_00152,generated,psychiatry,HR,10,2015,3,83.23,0.7286,67.89,1.122,0.185,2161,Generated based on literature patterns,3.3333333333333335,216.1,7.6783263565068856,3.1622776601683795,high
Synthetic_00153,generated,neurology,MD,40,2013,4,3.78,0.0608,36.82,-2.413,0.135,614,Generated based on literature patterns,10.0,15.35,6.419994928147142,6.324555320336759,low
Synthetic_00154,generated,immunology,COR,7,2016,25,66.18,1.2553,28.25,-0.142,0.041,28464,Generated based on literature patterns,0.28,4066.285714285714,10.256395409905616,2.6457513110645907,substantial
Synthetic_00155,generated,ophthalmology,RR,14,2015,4,4.52,0.0617,16.41,1.629,0.021,66907,Generated based on literature patterns,3.5,4779.071428571428,11.111058874424351,3.7416573867739413,low
Synthetic_00156,generated,gastroenterology,RR,18,2006,3,84.86,0.4136,104.95,0.967,0.372,441,Generated based on literature patterns,6.0,24.5,6.089044875446846,4.242640687119285,high
Synthetic_00157,generated,neurology,MD,15,2013,3,65.27,0.5352,44.31,2.174,0.334,614,Generated based on literature patterns,5.0,40.93333333333333,6.419994928147142,3.872983346207417,substantial
Synthetic_00158,generated,dermatology,OR,21,2011,3,67.91,0.1826,72.13,1.258,0.117,4435,Generated based on literature patterns,7.0,211.1904761904762,8.39728289474368,4.58257569495584,substantial
Synthetic_00159,generated,oncology,RR,8,2008,4,65.43,0.2128,26.21,0.822,0.043,13035,Generated based on literature patterns,2.0,1629.375,9.475393326367602,2.8284271247461903,substantial
Synthetic_00160,generated,dermatology,OR,17,2014,10,41.88,0.1182,19.7,0.645,0.082,4104,Generated based on literature patterns,1.7,241.41176470588235,8.319717386850606,4.123105625617661,moderate
Synthetic_00161,generated,ophthalmology,RR,20,2010,30,32.7,0.0391,25.95,0.433,0.72,201,Generated based on literature patterns,0.6666666666666666,10.05,5.303304908059076,4.47213595499958,moderate
Synthetic_00162,generated,cardiology,OR,7,2016,10,10.97,0.0595,5.54,1.286,0.226,494,Generated based on literature patterns,0.7,70.57142857142857,6.202535517187923,2.6457513110645907,low
Synthetic_00163,generated,urology,MD,10,2018,3,47.42,0.3769,13.27,-1.807,0.136,2491,Generated based on literature patterns,3.3333333333333335,249.1,7.820439515262181,3.1622776601683795,moderate
Synthetic_00164,generated,infectious_disease,RR,20,2016,7,33.81,0.0683,30.59,0.64,0.068,12907,Generated based on literature patterns,2.857142857142857,645.35,9.465525078835189,4.47213595499958,moderate
Synthetic_00165,generated,rheumatology,MD,22,2011,17,76.95,0.9548,101.3,2.919,0.064,6190,Generated based on literature patterns,1.2941176470588236,281.3636363636364,8.730690365678642,4.69041575982343,high
Synthetic_00166,generated,nephrology,RR,8,2013,3,60.23,0.0945,14.63,1.122,0.113,2207,Generated based on literature patterns,2.6666666666666665,275.875,7.699389406256737,2.8284271247461903,substantial
Synthetic_00167,generated,gastroenterology,SMD,10,2010,8,3.54,0.0196,11.14,-0.224,0.22,1329,Generated based on literature patterns,1.25,132.9,7.192182058713246,3.1622776601683795,low
Synthetic_00168,generated,cardiology,SMD,5,2019,3,3.57,0.0292,4.68,1.462,0.127,5950,Generated based on literature patterns,1.6666666666666667,1190.0,8.691146498539675,2.23606797749979,low
Synthetic_00169,generated,endocrinology,OR,38,2010,3,84.49,0.3675,227.5,0.906,0.151,3397,Generated based on literature patterns,12.666666666666666,89.39473684210526,8.130647968160584,6.164414002968976,high
Synthetic_00170,generated,neurology,MD,12,2004,5,44.54,0.9681,19.42,-1.228,0.102,4986,Generated based on literature patterns,2.4,415.5,8.514389264083503,3.4641016151377544,moderate
Synthetic_00171,generated,neurology,COR,11,2008,9,63.5,0.9217,29.26,-0.08,0.114,4950,Generated based on literature patterns,1.2222222222222223,450.0,8.507142855562735,3.3166247903554,substantial
Synthetic_00172,generated,dermatology,COR,6,2003,8,37.43,2.0855,12.75,0.633,0.459,239,Generated based on literature patterns,0.75,39.833333333333336,5.476463551931511,2.449489742783178,moderate
Synthetic_00173,generated,pulmonology,HR,6,2022,4,66.85,0.3667,31.66,0.724,0.221,478,Generated based on literature patterns,1.5,79.66666666666667,6.169610732491456,2.449489742783178,substantial
Synthetic_00174,generated,oncology,HR,13,2024,3,7.75,0.0271,17.75,1.622,0.431,207,Generated based on literature patterns,4.333333333333333,15.923076923076923,5.332718793265369,3.605551275463989,low
Synthetic_00175,generated,nephrology,RR,6,2006,16,82.09,0.1004,25.67,1.173,0.117,3057,Generated based on literature patterns,0.375,509.5,8.025189321890835,2.449489742783178,high
Synthetic_00176,generated,urology,RR,5,2021,23,81.37,0.2077,28.64,0.334,0.546,196,Generated based on literature patterns,0.21739130434782608,39.2,5.278114659230517,2.23606797749979,high
Synthetic_00177,generated,ophthalmology,COR,29,2008,15,86.72,2.5517,225.87,-0.144,0.448,962,Generated based on literature patterns,1.9333333333333333,33.172413793103445,6.8690144506657065,5.385164807134504,high
Synthetic_00178,generated,nephrology,OR,12,2014,3,0.2,0.0063,15.25,0.849,0.319,543,Generated based on literature patterns,4.0,45.25,6.297109319933935,3.4641016151377544,low
Synthetic_00179,generated,dermatology,HR,12,2017,14,86.68,0.3348,101.39,0.64,0.252,1321,Generated based on literature patterns,0.8571428571428571,110.08333333333333,7.186144304522325,3.4641016151377544,high
Synthetic_00180,generated,urology,HR,13,2005,3,79.64,0.0717,67.4,0.798,0.124,5226,Generated based on literature patterns,4.333333333333333,402.0,8.561401446080557,3.605551275463989,high
Synthetic_00181,generated,psychiatry,COR,13,2024,3,2.51,0.0757,13.24,0.523,0.065,3679,Generated based on literature patterns,4.333333333333333,283.0,8.210396255104774,3.605551275463989,low
Synthetic_00182,generated,dermatology,SMD,5,2012,3,7.67,0.0357,8.64,1.044,0.521,215,Generated based on literature patterns,1.6666666666666667,43.0,5.3706380281276624,2.23606797749979,low
Synthetic_00183,generated,nephrology,RR,5,2012,3,60.14,0.1014,8.03,0.769,0.072,8290,Generated based on literature patterns,1.6666666666666667,1658.0,9.022805248129341,2.23606797749979,substantial
Synthetic_00184,generated,cardiology,SMD,5,2012,3,54.24,0.1359,6.05,0.419,0.234,1153,Generated based on literature patterns,1.6666666666666667,230.6,7.050122520269059,2.23606797749979,substantial
Synthetic_00185,generated,cardiology,HR,34,2014,9,60.05,0.138,74.47,0.882,0.699,100,Generated based on literature patterns,3.7777777777777777,2.9411764705882355,4.605170185988092,5.830951894845301,substantial
Synthetic_00186,generated,immunology,MD,21,2012,16,39.46,0.4824,40.17,2.98,0.103,1711,Generated based on literature patterns,1.3125,81.47619047619048,7.444833273892193,4.58257569495584,moderate
Synthetic_00187,generated,pulmonology,RR,5,2015,6,81.8,0.2429,27.57,0.718,0.127,9558,Generated based on literature patterns,0.8333333333333334,1911.6,9.165133779138104,2.23606797749979,high
Synthetic_00188,generated,urology,RR,63,2016,3,33.86,0.0671,116.27,0.784,0.074,19284,Generated based on literature patterns,21.0,306.0952380952381,9.867031015525512,7.937253933193772,moderate
Synthetic_00189,generated,dermatology,RR,14,2021,4,0.62,0.0178,8.72,0.996,0.048,14102,Generated based on literature patterns,3.5,1007.2857142857143,9.554071910278985,3.7416573867739413,low
Synthetic_00190,generated,cardiology,COR,11,2005,13,37.31,0.3795,9.48,0.185,0.159,2339,Generated based on literature patterns,0.8461538461538461,212.63636363636363,7.757478766584179,3.3166247903554,moderate
Synthetic_00191,generated,gastroenterology,COR,17,2015,12,6.81,0.0696,20.35,0.333,0.173,690,Generated based on literature patterns,1.4166666666666667,40.588235294117645,6.536691597591305,4.123105625617661,low
Synthetic_00192,generated,urology,SMD,28,2022,7,2.17,0.0449,50.56,-0.588,0.029,31104,Generated based on literature patterns,4.0,1110.857142857143,10.345091707260165,5.291502622129181,low
Synthetic_00193,generated,pulmonology,SMD,11,2010,15,12.14,0.0319,12.82,-0.301,0.211,384,Generated based on literature patterns,0.7333333333333333,34.90909090909091,5.950642552587727,3.3166247903554,low
Synthetic_00194,generated,immunology,MD,15,2018,8,71.47,0.5691,50.68,2.249,0.711,194,Generated based on literature patterns,1.875,12.933333333333334,5.267858159063328,3.872983346207417,substantial
Synthetic_00195,generated,ophthalmology,RR,12,2017,5,62.77,0.1148,28.83,1.509,0.276,829,Generated based on literature patterns,2.4,69.08333333333333,6.720220155135295,3.4641016151377544,substantial
Synthetic_00196,generated,cardiology,HR,8,2010,3,78.21,0.2388,37.52,0.802,0.078,31536,Generated based on literature patterns,2.6666666666666665,3942.0,10.358885029392502,2.8284271247461903,high
Synthetic_00197,generated,ophthalmology,RR,19,2013,4,82.43,0.1445,111.77,0.932,0.407,331,Generated based on literature patterns,4.75,17.42105263157895,5.802118375377063,4.358898943540674,high
Synthetic_00198,generated,gastroenterology,MD,10,2014,9,6.89,0.1366,8.97,-0.483,0.118,665,Generated based on literature patterns,1.1111111111111112,66.5,6.499787040655854,3.1622776601683795,low
Synthetic_00199,generated,infectious_disease,SMD,9,2004,3,38.06,0.1886,11.96,0.166,0.22,870,Generated based on literature patterns,3.0,96.66666666666667,6.76849321164863,3.0,moderate
Synthetic_00200,generated,gastroenterology,SMD,7,2020,9,40.06,0.2664,10.64,-0.417,0.092,2577,Generated based on literature patterns,0.7777777777777778,368.14285714285717,7.854381210652365,2.6457513110645907,moderate
Synthetic_00201,generated,ophthalmology,OR,5,2022,13,40.54,0.1699,16.56,0.878,0.159,3726,Generated based on literature patterns,0.38461538461538464,745.2,8.223090551161533,2.23606797749979,moderate
Synthetic_00202,generated,gastroenterology,OR,11,2010,15,52.24,0.0751,40.73,0.849,0.134,821,Generated based on literature patterns,0.7333333333333333,74.63636363636364,6.710523109452428,3.3166247903554,substantial
Synthetic_00203,generated,pulmonology,COR,20,2013,6,78.31,3.3877,82.47,0.24,0.772,100,Generated based on literature patterns,3.3333333333333335,5.0,4.605170185988092,4.47213595499958,high
Synthetic_00204,generated,pulmonology,HR,18,2008,10,8.18,0.0195,20.82,1.051,0.228,346,Generated based on literature patterns,1.8,19.22222222222222,5.846438775057725,4.242640687119285,low
Synthetic_00205,generated,cardiology,OR,16,2007,6,5.35,0.0162,6.53,0.387,0.062,6271,Generated based on literature patterns,2.6666666666666665,391.9375,8.74369111054302,4.0,low
Synthetic_00206,generated,oncology,OR,5,2014,8,39.77,0.1517,15.34,0.843,0.034,16192,Generated based on literature patterns,0.625,3238.4,9.692272572087193,2.23606797749979,moderate
Synthetic_00207,generated,immunology,MD,19,2015,12,30.8,0.6527,43.37,1.728,0.333,684,Generated based on literature patterns,1.5833333333333333,36.0,6.52795791762255,4.358898943540674,moderate
Synthetic_00208,generated,infectious_disease,COR,13,2003,3,13.54,0.1823,21.87,0.511,0.146,945,Generated based on literature patterns,4.333333333333333,72.6923076923077,6.851184927493743,3.605551275463989,low
Synthetic_00209,generated,rheumatology,HR,7,2013,10,77.21,0.3412,25.61,0.825,0.318,426,Generated based on literature patterns,0.7,60.857142857142854,6.054439346269371,2.6457513110645907,high
Synthetic_00210,generated,infectious_disease,OR,5,2015,6,1.71,0.0032,13.91,0.78,0.102,2939,Generated based on literature patterns,0.8333333333333334,587.8,7.985824666418917,2.23606797749979,low
Synthetic_00211,generated,psychiatry,HR,30,2010,20,59.82,0.112,66.61,0.796,0.251,999,Generated based on literature patterns,1.5,33.3,6.906754778648554,5.477225575051661,substantial
Synthetic_00212,generated,endocrinology,OR,12,2013,8,1.16,0.0256,5.38,0.556,0.09,1661,Generated based on literature patterns,1.5,138.41666666666666,7.415175109613295,3.4641016151377544,low
Synthetic_00213,generated,psychiatry,COR,13,2023,8,75.64,0.8283,50.58,-0.192,0.045,14600,Generated based on literature patterns,1.625,1123.076923076923,9.588776807696428,3.605551275463989,high
Synthetic_00214,generated,pulmonology,RR,15,2014,30,83.98,0.2755,87.44,1.925,0.497,132,Generated based on literature patterns,0.5,8.8,4.882801922586371,3.872983346207417,high
Synthetic_00215,generated,nephrology,COR,18,2013,10,5.28,0.1117,19.15,0.251,0.181,869,Generated based on literature patterns,1.8,48.27777777777778,6.767343125265392,4.242640687119285,low
Synthetic_00216,generated,ophthalmology,SMD,6,2007,13,39.42,0.2179,15.34,0.768,0.187,812,Generated based on literature patterns,0.46153846153846156,135.33333333333334,6.699500340161678,2.449489742783178,moderate
Synthetic_00217,generated,psychiatry,SMD,7,2012,6,65.99,0.2454,31.78,-0.178,0.274,288,Generated based on literature patterns,1.1666666666666667,41.142857142857146,5.662960480135946,2.6457513110645907,substantial
Synthetic_00218,generated,urology,MD,14,2009,7,58.18,0.5284,32.4,-1.278,0.116,2097,Generated based on literature patterns,2.0,149.78571428571428,7.64826303090192,3.7416573867739413,substantial
Synthetic_00219,generated,urology,RR,6,2010,6,41.74,0.0949,4.26,0.767,0.265,868,Generated based on literature patterns,1.0,144.66666666666666,6.7661917146603505,2.449489742783178,moderate
Synthetic_00220,generated,rheumatology,SMD,10,2019,8,40.03,0.15,10.68,-0.087,0.057,8132,Generated based on literature patterns,1.25,813.2,9.003562174748238,3.1622776601683795,moderate
Synthetic_00221,generated,nephrology,SMD,45,1997,3,2.94,0.0082,41.49,0.17,0.359,426,Generated based on literature patterns,15.0,9.466666666666667,6.054439346269371,6.708203932499369,low
Synthetic_00222,generated,nephrology,OR,10,2005,18,3.1,0.0113,8.97,0.896,0.132,906,Generated based on literature patterns,0.5555555555555556,90.6,6.80903930604298,3.1622776601683795,low
Synthetic_00223,generated,nephrology,MD,22,2017,3,72.54,1.173,65.69,-0.618,0.022,69128,Generated based on literature patterns,7.333333333333333,3142.181818181818,11.143715137521236,4.69041575982343,substantial
Synthetic_00224,generated,infectious_disease,HR,7,2012,5,31.07,0.1137,20.68,0.85,0.256,398,Generated based on literature patterns,1.4,56.857142857142854,5.986452005284438,2.6457513110645907,moderate
Synthetic_00225,generated,endocrinology,SMD,8,2012,13,40.96,0.1514,19.17,-0.289,0.202,515,Generated based on literature patterns,0.6153846153846154,64.375,6.244166900663736,2.8284271247461903,moderate
Synthetic_00226,generated,immunology,SMD,6,2003,5,69.98,0.2542,29.41,-0.571,0.119,7808,Generated based on literature patterns,1.2,1301.3333333333333,8.962904128092928,2.449489742783178,substantial
Synthetic_00227,generated,ophthalmology,SMD,36,2001,3,42.24,0.156,68.03,1.215,0.039,18207,Generated based on literature patterns,12.0,505.75,9.809561414503964,6.0,moderate
Synthetic_00228,generated,cardiology,MD,5,2015,11,10.82,0.2065,9.95,2.622,0.07,2766,Generated based on literature patterns,0.45454545454545453,553.2,7.925157512224703,2.23606797749979,low
Synthetic_00229,generated,immunology,MD,17,2008,9,7.53,0.207,28.47,-0.191,0.39,165,Generated based on literature patterns,1.8888888888888888,9.705882352941176,5.10594547390058,4.123105625617661,low
Synthetic_00230,generated,oncology,OR,35,2013,14,17.3,0.0904,32.65,0.809,0.139,1842,Generated based on literature patterns,2.5,52.628571428571426,7.518607216815252,5.916079783099616,low
Synthetic_00231,generated,ophthalmology,MD,5,2002,13,67.97,1.1493,10.97,-0.751,0.145,3167,Generated based on literature patterns,0.38461538461538464,633.4,8.06054004653864,2.23606797749979,substantial
Synthetic_00232,generated,cardiology,HR,10,2013,6,39.64,0.1614,19.77,0.794,0.196,1618,Generated based on literature patterns,1.6666666666666667,161.8,7.388946097618437,3.1622776601683795,moderate
Synthetic_00233,generated,urology,COR,5,2012,14,69.46,0.5571,11.66,-0.055,0.257,929,Generated based on literature patterns,0.35714285714285715,185.8,6.834108738813838,2.23606797749979,substantial
Synthetic_00234,generated,nephrology,HR,21,2007,3,45.75,0.1464,48.48,1.383,0.066,11036,Generated based on literature patterns,7.0,525.5238095238095,9.308917935337176,4.58257569495584,moderate
Synthetic_00235,generated,rheumatology,SMD,23,2004,10,78.21,0.2037,93.0,0.043,0.044,41318,Generated based on literature patterns,2.3,1796.4347826086957,10.629053519351574,4.795831523312719,high
Synthetic_00236,generated,gastroenterology,COR,7,2011,6,34.14,0.9691,10.14,0.123,0.197,1921,Generated based on literature patterns,1.1666666666666667,274.42857142857144,7.560601162768557,2.6457513110645907,moderate
Synthetic_00237,generated,dermatology,SMD,19,2012,12,80.9,0.3772,85.71,-0.726,0.13,2923,Generated based on literature patterns,1.5833333333333333,153.8421052631579,7.980365765111246,4.358898943540674,high
Synthetic_00238,generated,pulmonology,OR,22,2008,6,0.75,0.0051,20.13,1.328,0.086,2034,Generated based on literature patterns,3.6666666666666665,92.45454545454545,7.617759576608505,4.69041575982343,low
Synthetic_00239,generated,neurology,RR,39,2013,10,64.2,0.1423,115.9,0.676,0.03,70747,Generated based on literature patterns,3.9,1814.025641025641,11.166865411779604,6.244997998398398,substantial
Synthetic_00240,generated,urology,RR,8,2013,15,31.36,0.0948,7.76,0.759,0.116,9498,Generated based on literature patterns,0.5333333333333333,1187.25,9.158836529109067,2.8284271247461903,moderate
Synthetic_00241,generated,cardiology,COR,5,2015,20,79.75,1.1862,28.12,-0.244,0.042,54566,Generated based on literature patterns,0.25,10913.2,10.9071662571455,2.23606797749979,high
Synthetic_00242,generated,urology,HR,5,2014,5,84.97,0.1065,30.26,0.93,0.617,177,Generated based on literature patterns,1.0,35.4,5.176149732573829,2.23606797749979,high
Synthetic_00243,generated,oncology,MD,10,2014,8,39.51,0.2699,5.72,-3.02,0.254,954,Generated based on literature patterns,1.25,95.4,6.860663671448287,3.1622776601683795,moderate
Synthetic_00244,generated,gastroenterology,MD,9,2010,7,83.26,2.0525,33.67,1.483,0.215,978,Generated based on literature patterns,1.2857142857142858,108.66666666666667,6.885509670034818,3.0,high
Synthetic_00245,generated,psychiatry,COR,19,2018,5,34.08,0.4527,24.46,-0.097,0.334,521,Generated based on literature patterns,3.8,27.42105263157895,6.255750041753367,4.358898943540674,moderate
Synthetic_00246,generated,rheumatology,OR,16,2009,8,3.8,0.0115,17.84,0.954,0.218,914,Generated based on literature patterns,2.0,57.125,6.81783057145415,4.0,low
Synthetic_00247,generated,oncology,SMD,5,2005,25,3.46,0.0436,2.27,-0.799,0.591,100,Generated based on literature patterns,0.2,20.0,4.605170185988092,2.23606797749979,low
Synthetic_00248,generated,gastroenterology,HR,22,2016,7,35.49,0.1013,22.44,0.458,0.202,1373,Generated based on literature patterns,3.142857142857143,62.40909090909091,7.224753405767971,4.69041575982343,moderate
Synthetic_00249,generated,oncology,MD,8,2008,22,82.27,1.0692,57.65,-4.434,0.087,10954,Generated based on literature patterns,0.36363636363636365,1369.25,9.301459965343666,2.8284271247461903,high
Synthetic_00250,generated,dermatology,SMD,12,2005,6,28.39,0.0562,15.51,-0.62,0.034,14074,Generated based on literature patterns,2.0,1172.8333333333333,9.552084402526495,3.4641016151377544,moderate
Synthetic_00251,generated,psychiatry,SMD,14,2019,4,61.55,0.4028,27.15,-0.018,1.049,158,Generated based on literature patterns,3.5,11.285714285714286,5.062595033026967,3.7416573867739413,substantial
Synthetic_00252,generated,immunology,RR,5,2000,7,4.5,0.0146,6.55,0.331,0.077,4725,Generated based on literature patterns,0.7142857142857143,945.0,8.460622839927844,2.23606797749979,low
Synthetic_00253,generated,immunology,RR,23,2019,10,42.78,0.0956,30.38,0.404,0.411,180,Generated based on literature patterns,2.3,7.826086956521739,5.19295685089021,4.795831523312719,moderate
Synthetic_00254,generated,immunology,SMD,13,2003,7,76.03,0.5855,81.14,-0.74,0.389,614,Generated based on literature patterns,1.8571428571428572,47.23076923076923,6.419994928147142,3.605551275463989,high
Synthetic_00255,generated,nephrology,HR,13,2006,14,29.73,0.0843,22.99,1.239,0.075,2993,Generated based on literature patterns,0.9285714285714286,230.23076923076923,8.0040315078527,3.605551275463989,moderate
Synthetic_00256,generated,infectious_disease,HR,9,2010,9,70.06,0.1606,33.66,1.732,0.062,5111,Generated based on literature patterns,1.0,567.8888888888889,8.53915035876828,3.0,substantial
Synthetic_00257,generated,oncology,SMD,12,2019,12,29.74,0.1443,18.95,0.133,0.134,852,Generated based on literature patterns,1.0,71.0,6.747586526829315,3.4641016151377544,moderate
Synthetic_00258,generated,immunology,COR,6,2010,5,80.57,1.5552,31.39,0.109,0.187,7985,Generated based on literature patterns,1.2,1330.8333333333333,8.985320060649112,2.449489742783178,high
Synthetic_00259,generated,nephrology,SMD,12,2009,6,58.06,0.1774,28.2,0.084,0.481,519,Generated based on literature patterns,2.0,43.25,6.251903883165888,3.4641016151377544,substantial
Synthetic_00260,generated,psychiatry,COR,29,2016,5,73.04,1.6294,96.1,-0.719,0.102,4059,Generated based on literature patterns,5.8,139.9655172413793,8.308691916838898,5.385164807134504,substantial
Synthetic_00261,generated,oncology,RR,9,2005,3,78.16,0.4242,39.74,0.953,0.245,1331,Generated based on literature patterns,3.0,147.88888888888889,7.193685818395112,3.0,high
Synthetic_00262,generated,ophthalmology,RR,5,2011,3,32.55,0.0851,1.18,0.639,0.19,660,Generated based on literature patterns,1.6666666666666667,132.0,6.492239835020471,2.23606797749979,moderate
Synthetic_00263,generated,nephrology,RR,15,2013,10,88.2,0.8664,128.55,0.62,0.505,513,Generated based on literature patterns,1.5,34.2,6.240275845170769,3.872983346207417,high
Synthetic_00264,generated,ophthalmology,COR,8,2015,9,66.19,1.0167,16.99,0.233,0.466,452,Generated based on literature patterns,0.8888888888888888,56.5,6.113682179832232,2.8284271247461903,substantial
Synthetic_00265,generated,infectious_disease,OR,7,2019,5,52.2,0.1389,15.33,0.472,0.213,640,Generated based on literature patterns,1.4,91.42857142857143,6.461468176353717,2.6457513110645907,substantial
Synthetic_00266,generated,pulmonology,MD,26,2003,8,3.7,0.103,28.3,3.383,0.281,654,Generated based on literature patterns,3.25,25.153846153846153,6.483107351457199,5.0990195135927845,low
Synthetic_00267,generated,nephrology,OR,6,2018,3,42.01,0.0603,8.9,0.582,0.301,413,Generated based on literature patterns,2.0,68.83333333333333,6.023447592961033,2.449489742783178,moderate
Synthetic_00268,generated,neurology,RR,10,2009,7,78.09,0.1825,33.26,0.604,0.316,2060,Generated based on literature patterns,1.4285714285714286,206.0,7.630461261783627,3.1622776601683795,high
Synthetic_00269,generated,nephrology,COR,7,2014,4,5.53,0.1352,16.29,0.714,0.075,4897,Generated based on literature patterns,1.75,699.5714285714286,8.496378051702317,2.6457513110645907,low
Synthetic_00270,generated,psychiatry,SMD,5,1997,5,84.76,0.6027,22.03,0.149,0.191,1100,Generated based on literature patterns,1.0,220.0,7.003065458786462,2.23606797749979,high
Synthetic_00271,generated,cardiology,OR,9,2019,4,35.77,0.0779,16.3,0.734,0.299,623,Generated based on literature patterns,2.25,69.22222222222223,6.434546518787453,3.0,moderate
Synthetic_00272,generated,rheumatology,RR,26,2005,5,67.34,0.1364,75.67,0.902,0.196,1440,Generated based on literature patterns,5.2,55.38461538461539,7.272398392570047,5.0990195135927845,substantial
Synthetic_00273,generated,cardiology,OR,9,2007,11,33.97,0.0548,6.8,1.054,0.263,538,Generated based on literature patterns,0.8181818181818182,59.77777777777778,6.2878585601617845,3.0,moderate
Synthetic_00274,generated,pulmonology,MD,17,2021,3,58.47,0.6952,19.45,0.286,0.264,1346,Generated based on literature patterns,5.666666666666667,79.17647058823529,7.204892510204673,4.123105625617661,substantial
Synthetic_00275,generated,psychiatry,SMD,18,2015,10,80.57,0.2846,91.43,0.672,0.083,3555,Generated based on literature patterns,1.8,197.5,8.176110342237342,4.242640687119285,high
Synthetic_00276,generated,neurology,OR,47,2007,5,60.19,0.0492,128.63,0.708,0.285,1247,Generated based on literature patterns,9.4,26.53191489361702,7.1284959456800365,6.855654600401044,substantial
Synthetic_00277,generated,urology,COR,12,2015,3,6.61,0.2086,21.39,-0.558,0.172,1451,Generated based on literature patterns,4.0,120.91666666666667,7.280008252884188,3.4641016151377544,low
Synthetic_00278,generated,neurology,COR,8,2013,3,8.37,0.1562,5.64,0.236,0.048,8424,Generated based on literature patterns,2.6666666666666665,1053.0,9.03884005381381,2.8284271247461903,low
Synthetic_00279,generated,immunology,SMD,19,2016,4,10.61,0.0838,20.05,0.025,0.246,722,Generated based on literature patterns,4.75,38.0,6.582025138892826,4.358898943540674,low
Synthetic_00280,generated,urology,SMD,8,2014,4,5.96,0.0289,10.39,-0.224,0.12,1734,Generated based on literature patterns,2.0,216.75,7.458186157340487,2.8284271247461903,low
Synthetic_00281,generated,nephrology,SMD,8,2003,9,87.0,0.456,67.87,-0.123,0.444,669,Generated based on literature patterns,0.8888888888888888,83.625,6.505784060128229,2.8284271247461903,high
Synthetic_00282,generated,rheumatology,COR,22,2006,5,79.17,0.7413,97.57,-0.459,0.049,6106,Generated based on literature patterns,4.4,277.54545454545456,8.717027173294824,4.69041575982343,high
Synthetic_00283,generated,neurology,MD,18,2016,4,31.57,0.5033,21.71,-1.042,0.144,724,Generated based on literature patterns,4.5,40.22222222222222,6.584791392385716,4.242640687119285,moderate
Synthetic_00284,generated,oncology,HR,11,2008,3,40.49,0.128,24.6,1.277,0.057,5856,Generated based on literature patterns,3.6666666666666665,532.3636363636364,8.675222055641148,3.3166247903554,moderate
Synthetic_00285,generated,gastroenterology,SMD,6,1994,3,83.24,0.1573,37.71,0.096,0.686,319,Generated based on literature patterns,2.0,53.166666666666664,5.765191102784844,2.449489742783178,high
Synthetic_00286,generated,pulmonology,MD,6,2012,6,66.3,1.1664,11.88,1.924,0.129,3261,Generated based on literature patterns,1.0,543.5,8.089789175789319,2.449489742783178,substantial
Synthetic_00287,generated,ophthalmology,OR,19,2013,5,4.6,0.0286,15.2,1.133,0.14,571,Generated based on literature patterns,3.8,30.05263157894737,6.3473892096560105,4.358898943540674,low
Synthetic_00288,generated,ophthalmology,HR,11,2010,16,3.63,0.0142,16.05,0.494,0.102,1354,Generated based on literature patterns,0.6875,123.0909090909091,7.21081845347222,3.3166247903554,low
Synthetic_00289,generated,endocrinology,COR,12,2008,18,7.9,0.4432,7.75,0.201,0.042,17095,Generated based on literature patterns,0.6666666666666666,1424.5833333333333,9.746541302073402,3.4641016151377544,low
Synthetic_00290,generated,ophthalmology,SMD,7,2005,4,81.66,0.5669,41.02,1.03,0.39,687,Generated based on literature patterns,1.75,98.14285714285714,6.532334292222349,2.6457513110645907,high
Synthetic_00291,generated,ophthalmology,OR,17,2002,5,41.13,0.277,34.63,1.407,0.197,801,Generated based on literature patterns,3.4,47.11764705882353,6.68586094706836,4.123105625617661,moderate
